,Unnamed: 0,Unnamed: 0.1,actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
5852,5852.0,5854.0,Mark Ruffalo,Anne Hathaway,Tim Robbins,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller History,Todd Haynes,Drama Thriller History,dark waters
5853,5853.0,5855.0,Daniel Craig,Chris Evans,Ana de Armas,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery,Rian Johnson,Comedy Crime Mystery,knives out
5854,5854.0,5856.0,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Drama Romance Crime,Melina Matsoukas,Drama Romance Crime,queen & slim
5855,5855.0,5857.0,Anthony Hopkins,Jonathan Pryce,unknown,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama Comedy History,Fernando Meirelles,Drama Comedy History,the two popes
5856,5856.0,5858.0,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure,Lino DiSalvo,Family Animation Comedy Adventure,playmobil: the movie
5857,5857.0,5859.0,Felicity Jones,Eddie Redmayne,Himesh Patel,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance,Tom Harper,Adventure Drama Romance,the aeronauts
5858,5858.0,5860.0,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama,Sam Taylor-Johnson,Drama,a million little pieces
5859,5859.0,5861.0,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery,Adam Egypt Mortimer,Horror Mystery,daniel isn't real
5860,5860.0,5862.0,Dwayne Johnson,Jack Black,Kevin Hart,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy,Jake Kasdan,Adventure Comedy Fantasy,jumanji: the next level
5861,5861.0,5863.0,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama History Crime,Clint Eastwood,Drama History Crime,richard jewell
5862,5862.0,5864.0,Imogen Poots,Lily Donoghue,Aleyse Shannon,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Thriller Mystery,Sophia Takal,Horror Thriller Mystery,black christmas
5863,5863.0,5865.0,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Thriller Comedy,Michael Bay,Action Thriller Comedy,6 underground
5864,5864.0,5866.0,Charlize Theron,Nicole Kidman,Margot Robbie,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama History,Jay Roach,Drama History,bombshell
5865,5865.0,5867.0,Adam Sandler,Lakeith Stanfield,Julia Fox,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime","Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Drama Thriller Crime,uncut gems
5866,5866.0,5868.0,Kristen Stewart,Jack O'Connell,Margaret Qualley,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama,Benedict Andrews,Thriller Drama,seberg
5867,5867.0,5869.0,August Diehl,Valerie Pachner,Matthias Schoenaerts,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick Drama,Terrence Malick,Drama,a hidden life
5868,5868.0,5870.0,Carrie Fisher,Mark Hamill,Adam Driver,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction,J. J. Abrams,Adventure Action Science Fiction,star wars: the rise of skywalker
5869,5869.0,5871.0,James Corden,Judi Dench,Jason Derulo,James Corden Judi Dench Jason Derulo Tom Hooper Family Comedy,Tom Hooper,Family Comedy,cats
5870,5870.0,5872.0,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family,Ericson Core,Adventure Family,togo
5871,5871.0,5873.0,Will Smith,Tom Holland,Rashida Jones,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family","Nick Bruno, Troy Quane",Animation Action Adventure Comedy Family,spies in disguise
5872,5872.0,5874.0,Saoirse Ronan,Emma Watson,Florence Pugh,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance,Greta Gerwig,Drama Romance,little women
5873,5873.0,5875.0,George MacKay,Dean-Charles Chapman,Mark Strong,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War Drama Action Thriller,Sam Mendes,War Drama Action Thriller,1917
5874,5874.0,5876.0,Michael B. Jordan,Jamie Foxx,Brie Larson,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History,Destin Daniel Cretton,Drama Crime History,just mercy
5875,5875.0,5877.0,Alfre Woodard,Wendell Pierce,Aldis Hodge,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama,Chinonye Chukwu,Drama,clemency
5876,5876.0,,Andrea Riseborough,Demián Bichir,John Cho,Andrea Riseborough Demián Bichir John Cho Nicolas Pesce Horror Mystery Thriller,Nicolas Pesce,Horror Mystery Thriller,the grudge
5877,5877.0,,Kristen Stewart,Vincent Cassel,Jessica Henwick,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Action Horror Science Fiction Thriller,William Eubank,Action Horror Science Fiction Thriller,underwater
5878,5878.0,,Tiffany Haddish,Rose Byrne,Salma Hayek,Tiffany Haddish Rose Byrne Salma Hayek Miguel Arteta Comedy,Miguel Arteta,Comedy,like a boss
5879,5879.0,,Richard Gere,Peter Dinklage,Walton Goggins,Richard Gere Peter Dinklage Walton Goggins Jon Avnet Drama,Jon Avnet,Drama,three christs
5880,5880.0,,Josh Hartnett,Margarita Levieva,Chandler Riggs,Josh Hartnett Margarita Levieva Chandler Riggs Anthony Jerjen Crime Thriller Drama,Anthony Jerjen,Crime Thriller Drama,inherit the viper
5881,5881.0,,Freya Tingley,Simon Abkarian,Rutger Hauer,Freya Tingley Simon Abkarian Rutger Hauer Andrew Desmond Horror Thriller Mystery,Andrew Desmond,Horror Thriller Mystery,the sonata
5882,5882.0,,Mena Suvari,Nick Stahl,Taryn Manning,Mena Suvari Nick Stahl Taryn Manning Daniel Farrands Thriller Drama Crime,Daniel Farrands,Thriller Drama Crime,the murder of nicole brown simpson
5883,5883.0,,Will Smith,Martin Lawrence,Vanessa Hudgens,Will Smith Martin Lawrence Vanessa Hudgens Adil El Arbi and Bilall Fallah Thriller Action Crime,Adil El Arbi and Bilall Fallah,Thriller Action Crime,bad boys for life
5884,5884.0,,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Family Fantasy Adventure,Stephen Gaghan,Family Fantasy Adventure,dolittle
5885,5885.0,,Crystal R. Fox,Phylicia Rashad,Bresha Webb,Crystal R. Fox Phylicia Rashad Bresha Webb Tyler Perry Drama Fantasy Thriller,Tyler Perry,Drama Fantasy Thriller,a fall from grace
5886,5886.0,,Matthew McConaughey,Charlie Hunnam,Henry Golding,Matthew McConaughey Charlie Hunnam Henry Golding Guy Ritchie Crime Action Comedy,Guy Ritchie,Crime Action Comedy,the gentlemen
5887,5887.0,,Mackenzie Davis,Finn Wolfhard,Brooklynn Prince,Mackenzie Davis Finn Wolfhard Brooklynn Prince Floria Sigismondi Horror Thriller,Floria Sigismondi,Horror Thriller,the turning
5888,5888.0,,Sebastian Stan,Christopher Plummer,William Hurt,Sebastian Stan Christopher Plummer William Hurt Todd Robinson War Drama,Todd Robinson,War Drama,the last full measure
5889,5889.0,,Terry Crews,Ludacris,Jamila Velazquez,Terry Crews Ludacris Jamila Velazquez Will Forbes Animation Drama Family,Will Forbes,Animation Drama Family,john henry
5890,5890.0,,Blake Lively,Jude Law,Sterling K. Brown,Blake Lively Jude Law Sterling K. Brown Reed Morano Action Thriller,Reed Morano,Action Thriller,the rhythm section
5891,5891.0,,Sophia Lillis,Sammy Leakey,Charles Babalola,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Horror Fantasy Thriller,Oz Perkins,Horror Fantasy Thriller,gretel & hansel
5892,5892.0,,Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Action Crime,Cathy Yan,Action Crime,birds of prey
5893,5893.0,,Riley Keough,Jaeden Martell,Lia McHugh,"Riley Keough Jaeden Martell Lia McHugh Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone Drama Horror Thriller","Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone",Drama Horror Thriller,the lodge
5894,5894.0,,Winslow Fegley,Ophelia Lovibond,Craig Robinson,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Family Mystery Comedy Fantasy,Tom McCarthy,Family Mystery Comedy Fantasy,timmy failure: mistakes were made
5895,5895.0,,Alison Brie,Debby Ryan,John Paul Reynolds,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama,Jeff Baena,Drama,horse girl
5896,5896.0,,Lana Condor,Noah Centineo,Jordan Fisher,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy,Michael Fimognari,Romance Comedy,to all the boys: p.s. i still love you
5897,5897.0,,James Marsden,Ben Schwartz,Tika Sumpter,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Fantasy Comedy Family Adventure Science Fiction,Jeff Fowler,Action Fantasy Comedy Family Adventure Science Fiction,sonic the hedgehog
5898,5898.0,,Michael Peña,Maggie Q,Lucy Hale,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery,Jeff Wadlow,Horror Fantasy Adventure Mystery,fantasy island
5899,5899.0,,Issa Rae,Lakeith Stanfield,Chelsea Peretti,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance,Stella Meghie,Drama Romance,the photograph
5900,5900.0,,Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Comedy","Nat Faxon, Jim Rash",Drama Comedy,downhill
5901,5901.0,,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy,Drew Mylrea,Action Adventure Comedy,spy intervention
5902,5902.0,,Andrea Riseborough,Tahar Rahim,Zoe Kazan,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama,Lone Scherfig,Drama,the kindness of strangers
5903,5903.0,,Harrison Ford,Omar Sy,Cara Gee,Harrison Ford Omar Sy Cara Gee Chris Sanders Adventure Family Drama,Chris Sanders,Adventure Family Drama,the call of the wild
5904,5904.0,,Anne Hathaway,Ben Affleck,Rosie Perez,"Anne Hathaway Ben Affleck Rosie Perez Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe Drama Thriller","Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe",Drama Thriller,the last thing he wanted
5905,5905.0,,Katie Holmes,Owain Yeoman,Christopher Convery,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Horror Mystery Thriller,William Brent Bell,Horror Mystery Thriller,brahms: the boy ii
5906,5906.0,,Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Anya Taylor-Joy Johnny Flynn Josh O'Connor Autumn de Wilde Comedy Romance,Autumn de Wilde,Comedy Romance,emma
5907,5907.0,,Tye Sheridan,Ana de Armas,Helen Hunt,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Thriller Crime Drama,Michael Cristofer,Thriller Crime Drama,the night clerk
5908,5908.0,,Brian Quinn,Joe Gatto,Sal Vulcano,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Comedy,Chris Henchy,Comedy,impractical jokers: the movie
5909,5909.0,,Elisabeth Moss,Aldis Hodge,Storm Reid,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Thriller Science Fiction Horror,Leigh Whannell,Thriller Science Fiction Horror,the invisible man
5910,5910.0,,Elle Fanning,Justice Smith,Alexandra Shipp,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Romance Drama,Brett Haley,Romance Drama,all the bright places
5911,5911.0,,Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Comedy Action,Jason Lei Howden,Comedy Action,guns akimbo
5912,5912.0,,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Family Animation Adventure Comedy Fantasy,Dan Scanlon,Family Animation Adventure Comedy Fantasy,onward
5913,5913.0,,Ben Affleck,Al Madrigal,Michaela Watkins,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama,Gavin O'Connor,Drama,the way back
5914,5914.0,,Mark Wahlberg,Winston Duke,Alan Arkin,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Comedy Action Thriller,Peter Berg,Comedy Action Thriller,spenser confidential
5915,5915.0,,Anthony Mackie,Nicholas Hoult,Nia Long,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama,George Nolfi,Drama,the banker
5916,5916.0,,Claes Bang,Elizabeth Debicki,Mick Jagger,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Thriller,Giuseppe Capotondi,Thriller,the burnt orange heresy
5917,5917.0,,Haley Bennett,Austin Stowell,Elizabeth Marvel,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama History Thriller Crime,Carlo Mirabella-Davis,Drama History Thriller Crime,swallow
5918,5918.0,,John Magaro,Orion Hall,René Auberjonois,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama Western,Kelly Reichardt,Drama Western,first cow
5919,5919.0,,Vin Diesel,Eiza González,Sam Heughan,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Action Science Fiction,Dave S. F. Wilson,Action Science Fiction,bloodshot
5920,5920.0,,Betty Gilpin,Ike Barinholtz,Amy Madigan,Betty Gilpin Ike Barinholtz Amy Madigan Craig Zobel Action Thriller Horror,Craig Zobel,Action Thriller Horror,the hunt
5921,5921.0,,KJ Apa,Britt Robertson,Shania Twain,KJ Apa Britt Robertson Shania Twain Erwin Brothers Music Drama Romance,Erwin Brothers,Music Drama Romance,i still believe
5922,5922.0,,Amy Ryan,Thomasin McKenzie,Lola Kirke,Amy Ryan Thomasin McKenzie Lola Kirke Liz Garbus Drama Mystery Thriller History,Liz Garbus,Drama Mystery Thriller History,lost girls
5923,5923.0,,Grace VanderWaal,Graham Verchere,Giancarlo Esposito,Grace VanderWaal Graham Verchere Giancarlo Esposito Julia Hart Comedy Romance Music Drama,Julia Hart,Comedy Romance Music Drama,stargirl
5924,5924.0,,Javier Bardem,Elle Fanning,Laura Linney,Javier Bardem Elle Fanning Laura Linney Sally Potter Drama,Sally Potter,Drama,the roads not taken
5925,5925.0,,Sidney Flanigan,Talia Ryder,Theodore Pellerin,Sidney Flanigan Talia Ryder Theodore Pellerin Eliza Hittman Drama,Eliza Hittman,Drama,never rarely sometimes always
5926,5926.0,,Pete Davidson,Griffin Gluck,Jon Cryer,Pete Davidson Griffin Gluck Jon Cryer Jason Orley Comedy,Jason Orley,Comedy,big time adolescence
5927,5927.0,,Simon Pegg,Juno Temple,Alexandra Daddario,Simon Pegg Juno Temple Alexandra Daddario Katharine O'Brien Drama,Katharine O'Brien,Drama,lost transmissions
5928,5928.0,,Jesse Eisenberg,Ed Harris,Clémence Poésy,Jesse Eisenberg Ed Harris Clémence Poésy Jonathan Jakubowicz War History Drama,Jonathan Jakubowicz,War History Drama,resistance
5929,5929.0,,Mamoudou Athie,Courtney B. Vance,Niecy Nash,Mamoudou Athie Courtney B. Vance Niecy Nash Prentice Penny Drama Comedy,Prentice Penny,Drama Comedy,uncorked
5930,5930.0,,Ed Helms,Taraji P. Henson,Betty Gilpin,Ed Helms Taraji P. Henson Betty Gilpin Michael Dowse Comedy Action Crime,Michael Dowse,Comedy Action Crime,coffee & kareem
5931,5931.0,,Anna Kendrick,Justin Timberlake,Rachel Bloom,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Family Animation Comedy Fantasy Adventure Music,Walt Dohrn,Family Animation Comedy Fantasy Adventure Music,trolls world tour
5932,5932.0,,Olivia Munn,Sam Claflin,Freida Pinto,Olivia Munn Sam Claflin Freida Pinto Dean Craig Comedy Romance,Dean Craig,Comedy Romance,love wedding repeat
5933,5933.0,,Seth Carr,Tichina Arnold,Ken Marino,Seth Carr Tichina Arnold Ken Marino Jay Karas Family Comedy,Jay Karas,Family Comedy,the main event
5934,5934.0,,Alexandra Daddario,Keean Johnson,Logan Miller,Alexandra Daddario Keean Johnson Logan Miller Marc Meyers Horror Thriller,Marc Meyers,Horror Thriller,we summon the darkness
5935,5935.0,,Leslie Bibb,Josh Duhamel,Nora Dunn,Leslie Bibb Josh Duhamel Nora Dunn Vicky Wight Romance,Vicky Wight,Romance,the lost husband
5936,5936.0,,Cody Renee Cameron,Russell Coker,Robin Sydney,Cody Renee Cameron Russell Coker Robin Sydney Charles Band Horror Comedy,Charles Band,Horror Comedy,corona zombies
5937,5937.0,,Wagner Moura,Ana de Armas,Garret Dillahunt,Wagner Moura Ana de Armas Garret Dillahunt Greg Barker Drama,Greg Barker,Drama,sergio
5938,5938.0,,Will Forte,Maya Rudolph,Alessia Cara,Will Forte Maya Rudolph Alessia Cara Kris Pearn Animation Comedy Family,Kris Pearn,Animation Comedy Family,the willoughbys
5939,5939.0,,Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Chris Hemsworth Rudhraksh Jaiswal Randeep Hooda Sam Hargrave Drama Action Thriller,Sam Hargrave,Drama Action Thriller,extraction
5940,5940.0,,Tom Felton,Tammin Sursok,Wendi McLendon-Covey,Tom Felton Tammin Sursok Wendi McLendon-Covey Sean McEwen Drama Comedy,Sean McEwen,Drama Comedy,braking for whales
5941,5941.0,,Hugh Jackman,Allison Janney,Geraldine Viswanathan,Hugh Jackman Allison Janney Geraldine Viswanathan Cory Finley Drama Crime History TV Movie,Cory Finley,Drama Crime History TV Movie,bad education
5942,5942.0,,Camila Mendes,Jessie T. Usher,Jamie Chung,Camila Mendes Jessie T. Usher Jamie Chung Michael Scott Thriller,Michael Scott,Thriller,dangerous lies
5943,5943.0,,Ashton Sanders,Jeffrey Wright,Yahya Abdul-Mateen II,Ashton Sanders Jeffrey Wright Yahya Abdul-Mateen II Joe Robert Cole Drama,Joe Robert Cole,Drama,all day and a night
5944,5944.0,,John-Paul Howard,Piper Curda,Zarah Mahler,John-Paul Howard Piper Curda Zarah Mahler The Pierce Brothers Horror Mystery Thriller,The Pierce Brothers,Horror Mystery Thriller,the wretched
5945,5945.0,,Leah Lewis,Daniel Diemer,Alexxis Lemire,Leah Lewis Daniel Diemer Alexxis Lemire Alice Wu Comedy Romance,Alice Wu,Comedy Romance,the half of it
5946,5946.0,,Liam Hemsworth,Clark Duke,Michael Kenneth Williams,Liam Hemsworth Clark Duke Michael Kenneth Williams Clark Duke Crime Thriller,Clark Duke,Crime Thriller,arkansas
5947,5947.0,,Jessica Rothe,Josh Whitehouse,Mae Whitman,Jessica Rothe Josh Whitehouse Mae Whitman Rachel Lee Goldenberg Comedy Romance,Rachel Lee Goldenberg,Comedy Romance,valley girl
5948,5948.0,,Tom Hardy,Linda Cardellini,Jack Lowden,Tom Hardy Linda Cardellini Jack Lowden Josh Trank Crime Drama,Josh Trank,Crime Drama,capone
5949,5949.0,,David Spade,Lauren Lapkus,Geoff Pierson,David Spade Lauren Lapkus Geoff Pierson Tyler Spindel Comedy Romance,Tyler Spindel,Comedy Romance,the wrong missy
5950,5950.0,,Will Forte,Mark Wahlberg,Jason Isaacs,Will Forte Mark Wahlberg Jason Isaacs Tony Cervone Animation Family Comedy Adventure,Tony Cervone,Animation Family Comedy Adventure,scoob!
5951,5951.0,,Tom Berenger,Kristen Hager,Mark Sivertsen,Tom Berenger Kristen Hager Mark Sivertsen John Barr Thriller Crime Drama Action,John Barr,Thriller Crime Drama Action,blood and money
5952,5952.0,,Mary J. Blige,Nat Wolff,David Zayas,Mary J. Blige Nat Wolff David Zayas Malik Vitthal Horror Thriller Mystery,Malik Vitthal,Horror Thriller Mystery,body cam
5953,5953.0,,Issa Rae,Kumail Nanjiani,Paul Sparks,Issa Rae Kumail Nanjiani Paul Sparks Michael Showalter Comedy Action Romance,Michael Showalter,Comedy Action Romance,the lovebirds
5954,5954.0,,Lily Collins,Simon Pegg,Chace Crawford,Lily Collins Simon Pegg Chace Crawford Vaughn Stein Thriller,Vaughn Stein,Thriller,inheritance
5955,5955.0,,Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.,Dakota Johnson Tracee Ellis Ross Kelvin Harrison Jr. Nisha Ganatra Romance Comedy Music Drama,Nisha Ganatra,Romance Comedy Music Drama,the high note
5956,5956.0,,Elisabeth Moss,Michael Stuhlbarg,Odessa Young,Elisabeth Moss Michael Stuhlbarg Odessa Young Josephine Decker Drama Thriller,Josephine Decker,Drama Thriller,shirley
5957,5957.0,,Édgar Ramírez,Anna Brewster,Michael Pitt,Édgar Ramírez Anna Brewster Michael Pitt Olivier Megaton Action Crime Thriller,Olivier Megaton,Action Crime Thriller,the last days of american crime
5958,5958.0,,Lulu Wilson,Kevin James,Joel McHale,"Lulu Wilson Kevin James Joel McHale Jonathan Milott, Cary Murnion Thriller Crime Horror","Jonathan Milott, Cary Murnion",Thriller Crime Horror,becky
5959,5959.0,,Delroy Lindo,Jonathan Majors,Clarke Peters,Delroy Lindo Jonathan Majors Clarke Peters Spike Lee War Drama,Spike Lee,War Drama,da 5 bloods
5960,5960.0,,Ferdia Shaw,Lara McDonnell,Josh Gad,Ferdia Shaw Lara McDonnell Josh Gad Kenneth Branagh Adventure Fantasy Science Fiction Family Action,Kenneth Branagh,Adventure Fantasy Science Fiction Family Action,artemis fowl
5961,5961.0,,Pete Davidson,Marisa Tomei,Bill Burr,Pete Davidson Marisa Tomei Bill Burr Judd Apatow Comedy Drama,Judd Apatow,Comedy Drama,the king of staten island
5962,5962.0,,Chad Michael Collins,Tom Berenger,Sayaka Akimoto,Chad Michael Collins Tom Berenger Sayaka Akimoto Kaare Andrews Action,Kaare Andrews,Action,sniper: assassin's end
5963,5963.0,,Penélope Cruz,Édgar Ramírez,Gael García Bernal,Penélope Cruz Édgar Ramírez Gael García Bernal Olivier Assayas Drama History Thriller,Olivier Assayas,Drama History Thriller,wasp network
5964,5964.0,,Elissa Down (director); Sofia Carson,Enrico Colantoni,Wolfgang Novogratz,Elissa Down (director); Sofia Carson Enrico Colantoni Wolfgang Novogratz Elissa Down Comedy Music Drama,Elissa Down,Comedy Music Drama,feel the beat
5965,5965.0,,Will Ferrell,Rachel McAdams,Dan Stevens,Will Ferrell Rachel McAdams Dan Stevens David Dobkin Comedy Music,David Dobkin,Comedy Music,eurovision song contest: the story of fire saga
5966,5966.0,,Steve Carell,Chris Cooper,Mackenzie Davis,Steve Carell Chris Cooper Mackenzie Davis Jon Stewart Comedy Drama,Jon Stewart,Comedy Drama,irresistible
5967,5967.0,,Dave Bautista,Chloe Coleman,Kristen Schaal,Dave Bautista Chloe Coleman Kristen Schaal Peter Segal Family Action Comedy,Peter Segal,Family Action Comedy,my spy
5968,5968.0,,Eric Edelstein,Bobby Moynihan,Demetri Martin,Eric Edelstein Bobby Moynihan Demetri Martin Daniel Chong Animation Adventure Family Comedy TV Movie,Daniel Chong,Animation Adventure Family Comedy TV Movie,we bare bears: the movie
5969,5969.0,,Thomas Kail (director); Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Thomas Kail (director); Lin-Manuel Miranda Phillipa Soo Leslie Odom Jr. Thomas Kail History Drama,Thomas Kail,History Drama,hamilton
5970,5970.0,,Emily Mortimer,Robyn Nevin,Bella Heathcote,Emily Mortimer Robyn Nevin Bella Heathcote Natalie Erika James Horror Drama Mystery Thriller,Natalie Erika James,Horror Drama Mystery Thriller,relic
5971,5971.0,,Anna Camp,Robbie Amell,Nasim Pedrad,Anna Camp Robbie Amell Nasim Pedrad LP Comedy Romance,LP,Comedy Romance,desperados
5972,5972.0,,Charlize Theron,KiKi Layne,Marwan Kenzari,Charlize Theron KiKi Layne Marwan Kenzari Gina Prince-Bythewood Action Fantasy,Gina Prince-Bythewood,Action Fantasy,the old guard
5973,5973.0,,Adam Copeland,Kelsey Grammer,Thomas Jane,Adam Copeland Kelsey Grammer Thomas Jane Andrew Lawrence Action Crime,Andrew Lawrence,Action Crime,money plane
5974,5974.0,,Tom Hanks,Stephen Graham,Rob Morgan,Tom Hanks Stephen Graham Rob Morgan Aaron Schneider War Action Drama,Aaron Schneider,War Action Drama,greyhound
5975,5975.0,,Andy Samberg,Cristin Milioti,Peter Gallagher,Andy Samberg Cristin Milioti Peter Gallagher Max Barbakow Comedy Romance Science Fiction,Max Barbakow,Comedy Romance Science Fiction,palm springs
5976,5976.0,,Nia Long,Omar Epps,Stephen Bishop,Nia Long Omar Epps Stephen Bishop Peter Sullivan Thriller,Peter Sullivan,Thriller,fatal affair
5977,5977.0,,Annabelle Wallis,Hero Fiennes-Tiffin,Nikolaj Coster-Waldau,Annabelle Wallis Hero Fiennes-Tiffin Nikolaj Coster-Waldau Robin Pront Action Thriller,Robin Pront,Action Thriller,the silencing
5978,5978.0,,Lucy Hale,Leonidas Gulaptis,Jackie Cruz,Lucy Hale Leonidas Gulaptis Jackie Cruz The Brothers Riedell Comedy Romance,The Brothers Riedell,Comedy Romance,a nice girl like you
5979,5979.0,,Brenton Thwaites,Theo Rossi,Skylar Astin,Brenton Thwaites Theo Rossi Skylar Astin Eric Bress Horror Thriller War Fantasy,Eric Bress,Horror Thriller War Fantasy,ghosts of war
5980,5980.0,,John Krasinski,Emily Blunt,Ian McKellen,"John Krasinski Emily Blunt Ian McKellen Scott Christian Sava, Tony Bancroft Comedy Animation Adventure","Scott Christian Sava, Tony Bancroft",Comedy Animation Adventure,animal crackers
5981,5981.0,,Joey King,Joel Courtney,Jacob Elordi,Joey King Joel Courtney Jacob Elordi Vince Marcello Comedy Romance,Vince Marcello,Comedy Romance,the kissing booth 2
5982,5982.0,,Dan Stevens,Alison Brie,Sheila Vand,Dan Stevens Alison Brie Sheila Vand Dave Franco Horror,Dave Franco,Horror,the rental
5983,5983.0,,Tania Raymonde,Nathaniel Buzolic,Emerson Brooks,Tania Raymonde Nathaniel Buzolic Emerson Brooks John Pogue Action Horror Science Fiction,John Pogue,Action Horror Science Fiction,deep blue sea 3
5984,5984.0,,Katie Holmes,Josh Lucas,Jerry O'Connell,Katie Holmes Josh Lucas Jerry O'Connell Andy Tennant Drama Romance,Andy Tennant,Drama Romance,the secret: dare to dream
